Wall time,Step,Value
1702412625.6642914,0,1.9821979999542236
1702412891.8132408,1,1.861574649810791
1702413146.1034806,2,1.4847939014434814
1702413408.1167324,3,1.271788477897644
1702413669.813601,4,1.1652348041534424
1702413936.3832974,5,1.0848227739334106
1702414206.9583597,6,1.021598219871521
1702414472.3637204,7,0.9168866276741028
1702414738.247465,8,0.8644041419029236
1702414992.549892,9,0.8553706407546997
1702415249.5450363,10,0.7754665017127991
1702415517.2365556,11,0.7298639416694641
1702415780.068245,12,0.7762885689735413
1702416021.1253517,13,0.7098758816719055
1702416262.164396,14,0.6479235291481018
1702416524.3486192,15,0.6470416188240051
1702416765.6013823,16,0.5832827091217041
1702417025.8070142,17,0.5745317339897156
1702417275.6042933,18,0.6555145382881165
1702417516.616612,19,0.5937023162841797
1702417757.6556535,20,0.5473216772079468
1702418026.1349084,21,0.5206598043441772
1702418293.8103976,22,0.6423986554145813
1702418535.1691625,23,0.5828316807746887
1702418776.4086895,24,0.6070953011512756
1702419017.6218996,25,0.6029645800590515
1702419258.9235165,26,0.602731466293335
1702419500.2271287,27,0.5334603190422058
1702419741.420113,28,0.49664485454559326
1702420004.4217722,29,0.47809526324272156
1702420268.4288955,30,0.537179708480835
1702420509.8309517,31,0.5445141196250916
1702420751.0679233,32,0.48504936695098877
1702420992.3835258,33,0.5012627840042114
1702421233.6057768,34,0.5344293713569641
1702421474.8524818,35,0.47068914771080017
1702421744.2378418,36,0.47731372714042664
1702421985.6498718,37,0.4335229694843292
1702422235.8493948,38,0.44427865743637085
1702422477.128511,39,0.46636927127838135
1702422718.467962,40,0.4773692786693573
1702422959.7010946,41,0.4661673307418823
1702423200.9530203,42,0.44996243715286255
1702423442.3122206,43,0.4293583929538727
1702423683.5381527,44,0.4887009561061859
1702423924.706747,45,0.42465639114379883
1702424177.5962055,46,0.5090687274932861
1702424418.952253,47,0.5318217277526855
1702424660.326566,48,0.476592093706131
1702424901.670183,49,0.39209628105163574
1702425161.9820578,50,0.4510844349861145
1702425403.4100547,51,0.49096307158470154
1702425644.766191,52,0.4734233319759369
1702425886.0909462,53,0.45471635460853577
1702426127.3421855,54,0.4107462465763092
1702426368.664374,55,0.4311425983905792
1702426609.8532662,56,0.3880564868450165
1702426872.0199513,57,0.4355970025062561
1702427113.4775872,58,0.4721616208553314
1702427354.781525,59,0.4436548054218292
1702427596.140298,60,0.4667600989341736
1702427837.4374554,61,0.43779388070106506
1702428078.7636435,62,0.41704702377319336
1702428320.0435433,63,0.48893657326698303
1702428561.3446891,64,0.39815834164619446
1702428802.607717,65,0.3803030252456665
1702429066.29424,66,0.38783708214759827
1702429307.7784104,67,0.42780932784080505
1702429549.0919402,68,0.4463997483253479
1702429790.490395,69,0.40004080533981323
1702430031.7449803,70,0.423379510641098
1702430272.9553418,71,0.3664262592792511
1702430533.9443176,72,0.5012602210044861
1702430775.4126358,73,0.3717155158519745
1702431016.7444122,74,0.5007044076919556
1702431258.0472467,75,0.4116259813308716
1702431499.2978928,76,0.34862789511680603
1702431758.7715962,77,0.38956788182258606
1702432000.1866114,78,0.5336141586303711
1702432241.52383,79,0.39205634593963623
1702432482.7494822,80,0.38191983103752136
1702432723.971605,81,0.47153791785240173
1702432965.1987405,82,0.390079528093338
1702433206.4102793,83,0.4266112446784973
1702433447.5786834,84,0.3551050126552582
1702433688.808527,85,0.36029326915740967
1702433929.9857547,86,0.3637440800666809
1702434189.195416,87,0.3790324628353119
1702434430.5004864,88,0.3671681880950928
1702434671.7599685,89,0.40143531560897827
1702434912.9297435,90,0.35677507519721985
1702435154.1802647,91,0.44360947608947754
1702435395.397743,92,0.41763433814048767
1702435636.5812833,93,0.3421398401260376
1702435896.0625274,94,0.37729597091674805
1702436137.3395286,95,0.3911741375923157
1702436378.614243,96,0.3933722972869873
1702436619.8605194,97,0.3274378776550293
1702436881.0663877,98,0.41516613960266113
1702437122.4397883,99,0.3893464505672455
1702437363.7082899,100,0.395212858915329
1702437604.8456082,101,0.4035978317260742
1702437846.027435,102,0.36717429757118225
1702438087.2106175,103,0.46472030878067017
1702438328.4598725,104,0.3840329051017761
1702438569.592417,105,0.34917697310447693
1702438810.7144012,106,0.46539029479026794
1702439052.0003924,107,0.3427492678165436
1702439293.1537154,108,0.38998302817344666
1702439534.3193245,109,0.4264222979545593
1702439775.4254298,110,0.3941073417663574
1702440016.50601,111,0.3851543962955475
1702440257.6894486,112,0.41431593894958496
1702440498.8286786,113,0.43339744210243225
1702440740.0542684,114,0.39958205819129944
1702440981.1432774,115,0.3749717175960541
1702441222.2926078,116,0.4877144396305084
1702441463.5005198,117,0.34558194875717163
1702441724.0714757,118,0.3606005609035492
1702441965.4345737,119,0.35604870319366455
1702442206.5789251,120,0.3996775150299072
1702442447.6621919,121,0.3870862126350403
1702442688.7709801,122,0.4307641088962555
1702442929.9176922,123,0.40683379769325256
1702443171.0629375,124,0.4573052227497101
1702443412.252914,125,0.39966246485710144
1702443653.3456082,126,0.4085148274898529
1702443894.4501455,127,0.35992196202278137
1702444155.872394,128,0.38097724318504333
1702444397.0735223,129,0.3643335700035095
1702444638.1916323,130,0.36581364274024963
1702444879.3190866,131,0.43049386143684387
1702445120.4232907,132,0.35774099826812744
1702445380.580112,133,0.35541000962257385
1702445621.794406,134,0.3565157949924469
1702445862.9476361,135,0.37161698937416077
1702446104.122286,136,0.38802215456962585
1702446345.3022172,137,0.35938429832458496
1702446586.4664268,138,0.4250202476978302
1702446827.5924935,139,0.41392263770103455
1702447068.6602652,140,0.3785422742366791
1702447309.709572,141,0.36543402075767517
1702447564.7151093,142,0.46166902780532837
1702447805.9885545,143,0.3846465051174164
1702448047.0829139,144,0.37968355417251587
1702448288.2367175,145,0.35448095202445984
1702448545.842778,146,0.3482514023780823
1702448787.189143,147,0.34134188294410706
1702449028.4419773,148,0.37702661752700806
1702449269.6916206,149,0.3533402383327484
1702449510.8587348,150,0.3451327681541443
1702449772.054587,151,0.3613373041152954
1702450013.3809419,152,0.44455116987228394
1702450254.5476937,153,0.44977933168411255
1702450495.7621248,154,0.4234338104724884
1702450736.9387002,155,0.3312022387981415
1702451000.4540899,156,0.42089635133743286
1702451241.718952,157,0.36582642793655396
1702451482.8601413,158,0.4306311011314392
1702451724.018957,159,0.371837317943573
1702451965.0330932,160,0.3943040668964386
1702452206.0717726,161,0.3326757848262787
1702452467.5939867,162,0.35122641921043396
1702452708.857905,163,0.44055432081222534
1702452949.9044075,164,0.348288893699646
1702453190.9008374,165,0.3577367961406708
1702453432.028951,166,0.358231782913208
1702453673.1282146,167,0.3526342809200287
1702453914.9522324,168,0.36177775263786316
1702454156.005281,169,0.3445720374584198
1702454397.0953386,170,0.3625364303588867
1702454638.0390415,171,0.4433501064777374
1702454879.0306358,172,0.45960909128189087
1702455120.01996,173,0.41475358605384827
1702455360.9684412,174,0.3683148920536041
1702455601.9924116,175,0.34694427251815796
1702455843.0388768,176,0.3904409408569336
1702456084.142242,177,0.34576377272605896
1702456325.0943112,178,0.37242192029953003
1702456566.05836,179,0.3679935932159424
1702456807.044377,180,0.33159399032592773
1702457048.0279398,181,0.37619736790657043
1702457289.0575447,182,0.36763274669647217
1702457530.0381625,183,0.3519328236579895
1702457771.0426302,184,0.4140375852584839
1702458011.9507198,185,0.3636479079723358
1702458252.9204624,186,0.362423300743103
1702458493.7813094,187,0.33217400312423706
1702458734.7722638,188,0.32966044545173645
1702458975.720626,189,0.33717459440231323
1702459216.609491,190,0.37299644947052
1702459457.5456674,191,0.35135382413864136
1702459698.465507,192,0.3703179657459259
1702459939.419654,193,0.3575791120529175
1702460180.3212276,194,0.3856887221336365
1702460421.320642,195,0.35282081365585327
1702460662.2594643,196,0.4278748631477356
1702460903.2020788,197,0.4126262366771698
1702461144.0792916,198,0.3188779950141907
1702461409.9474866,199,0.3186649680137634
1702461650.9514308,200,0.3321820795536041
1702461891.8184812,201,0.4140681028366089
1702462132.7350214,202,0.3368115723133087
1702462373.6544452,203,0.33656907081604004
1702462614.4892578,204,0.36632511019706726
1702462855.3191392,205,0.3661368489265442
1702463096.1300652,206,0.37170660495758057
1702463336.9570594,207,0.3443108797073364
1702463577.866966,208,0.3307589292526245
1702463818.664378,209,0.33269432187080383
1702464059.4334877,210,0.32776370644569397
1702464300.2350473,211,0.380488783121109
1702464541.0869217,212,0.34905722737312317
1702464782.0289257,213,0.3677504062652588
1702465022.8809302,214,0.42327946424484253
1702465263.7574382,215,0.3240479528903961
1702465535.745228,216,0.3302355110645294
1702465776.3409593,217,0.3628482520580292
1702466016.7904582,218,0.39986854791641235
1702466257.0792336,219,0.3820721209049225
1702466497.5391803,220,0.3630913496017456
1702466737.9539745,221,0.35670205950737
1702466978.2680526,222,0.3157286047935486
1702467218.682423,223,0.37761709094047546
1702467459.116839,224,0.36014026403427124
1702467699.4975653,225,0.3280029594898224
1702467939.9395726,226,0.3614056706428528
1702468180.3229752,227,0.35900574922561646
1702468420.7200754,228,0.3409426212310791
1702468661.134026,229,0.3775562047958374
1702468901.513543,230,0.3605225384235382
1702469142.0093746,231,0.3345988690853119
1702469382.4632788,232,0.36343488097190857
1702469622.8720531,233,0.3685624897480011
1702469863.1832876,234,0.44211429357528687
1702470103.5299711,235,0.36743107438087463
1702470343.8840423,236,0.3498707413673401
1702470584.2741485,237,0.3559113144874573
1702470824.7052622,238,0.3539249300956726
1702471065.1459916,239,0.3124379515647888
1702471305.5606968,240,0.3174952268600464
1702471546.0313725,241,0.3521510660648346
1702471786.438412,242,0.34942498803138733
1702472026.8485036,243,0.3559354543685913
1702472267.4135,244,0.32985612750053406
1702472507.8942761,245,0.3588355779647827
1702472748.4399464,246,0.3381134569644928
1702472988.9084687,247,0.3367574214935303
1702473229.4333599,248,0.43668344616889954
1702473469.8827465,249,0.3588411808013916
1702473710.3160322,250,0.34380555152893066
1702473978.9108431,251,0.32386118173599243
1702474219.7701044,252,0.3465467691421509
1702474460.4472413,253,0.4919253885746002
1702474700.823467,254,0.3563274145126343
1702474941.2357197,255,0.3307056128978729
1702475181.659041,256,0.37488970160484314
1702475422.1396604,257,0.39431989192962646
1702475662.5612214,258,0.3209106922149658
1702475902.9684346,259,0.335939884185791
1702476143.4616506,260,0.3860124349594116
1702476383.9733236,261,0.3636215925216675
1702476624.4165013,262,0.3723820447921753
1702476864.8812675,263,0.376606822013855
1702477105.3536346,264,0.341861367225647
1702477345.737488,265,0.3225231170654297
1702477608.605396,266,0.3322257399559021
1702477849.1824377,267,0.33126381039619446
1702478089.6574645,268,0.3278760015964508
1702478349.2273004,269,0.35030099749565125
1702478589.9506297,270,0.3433854579925537
1702478830.6352532,271,0.3774312734603882
1702479071.2772937,272,0.3387012481689453
1702479311.90696,273,0.35881859064102173
1702479552.4551814,274,0.4032408595085144
1702479793.0716329,275,0.3763197064399719
1702480033.7379391,276,0.33835363388061523
1702480274.293526,277,0.3536868393421173
1702480514.9219787,278,0.3618454337120056
1702480755.5902512,279,0.3069971203804016
1702481020.828704,280,0.34098097681999207
1702481261.5613117,281,0.3190707564353943
1702481502.2724233,282,0.3595721423625946
1702481742.8779094,283,0.32258760929107666
1702481983.4826674,284,0.32570964097976685
1702482224.0064025,285,0.40464726090431213
1702482464.5660655,286,0.3356361985206604
1702482705.1931393,287,0.36096736788749695
1702482945.8335893,288,0.321623295545578
1702483186.4214547,289,0.3667832911014557
1702483427.0081604,290,0.352905809879303
1702483667.6581535,291,0.33684241771698
1702483908.272366,292,0.38814520835876465
1702484148.8425114,293,0.3319850564002991
1702484389.4145756,294,0.32729268074035645
1702484629.8986232,295,0.34393298625946045
1702484870.5273352,296,0.3703386187553406
1702485111.1229117,297,0.35429298877716064
1702485351.6794314,298,0.34255605936050415
1702485592.2045288,299,0.327014684677124
1702485832.775444,300,0.33629029989242554
1702486073.3832586,301,0.33810070157051086
1702486313.9613068,302,0.3162632882595062
1702486554.4937906,303,0.31775203347206116
1702486795.021394,304,0.3604869246482849
1702487035.4704342,305,0.3444966673851013
1702487276.0436559,306,0.3846389055252075
1702487516.5807188,307,0.33359089493751526
1702487757.0981827,308,0.32719090580940247
1702487997.6645007,309,0.32262739539146423
1702488238.2012491,310,0.31431660056114197
1702488529.8942204,311,0.32263919711112976
1702488770.5015166,312,0.3292054831981659
1702489011.1203203,313,0.32016393542289734
1702489251.7707334,314,0.3326956033706665
1702489492.3216283,315,0.32084041833877563
1702489732.9160762,316,0.3403422236442566
1702489973.4971519,317,0.31644096970558167
1702490239.7011771,318,0.3316918611526489
1702490480.529092,319,0.36215367913246155
1702490721.2722204,320,0.3679412007331848
1702490961.9812307,321,0.3496648073196411
1702491202.8031006,322,0.30781030654907227
1702491464.4211805,323,0.33642488718032837
1702491705.37793,324,0.3697725534439087
1702491946.1829126,325,0.3760334253311157
1702492187.0680447,326,0.31900784373283386
1702492427.9149315,327,0.35968950390815735
1702492668.6700022,328,0.33208703994750977
1702492909.5292807,329,0.31592682003974915
1702493150.4001062,330,0.3345676064491272
1702493391.2262774,331,0.3652693033218384
1702493632.1649237,332,0.33272555470466614
1702493873.096144,333,0.3446161150932312
1702494113.9214008,334,0.38543900847435
1702494354.794157,335,0.3502974212169647
1702494595.6165028,336,0.337376207113266
1702494836.4722872,337,0.36313822865486145
1702495077.3377945,338,0.30882492661476135
1702495318.2183995,339,0.34756097197532654
1702495559.1874313,340,0.3311188220977783
1702495800.1024837,341,0.3219629228115082
1702496040.9880476,342,0.3306623697280884
1702496281.8209636,343,0.32072943449020386
1702496522.687785,344,0.3439662754535675
1702496763.5504174,345,0.33363160490989685
1702497004.4475176,346,0.3124822676181793
1702497245.3985636,347,0.3416427969932556
